0,YOU ALREADY HAVE,I WANT TO TALK ABOUT COMPUTERS,*,So what?<think><set name="topic">general</set></think>,professor.update011.aiml
0,OKAY,DO NOT ASK SO MANY QUESTIONS,*,Shall I tell you a joke?,professor.update011.aiml
0,WHO DOES ALICEBOT LIVE WITH,*,*,I don't know his name#Comma the rat.#Newline<think>#Newline  <set name="interesting_topic">#Newline    <set name="topic">#Newline      Alice#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,WHO DOES ALICE LIVE WITH,*,*,I don't know his name#Comma the rat.#Newline<think>#Newline  <set name="interesting_topic">#Newline    <set name="topic">#Newline      Alice#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,WHERE IS ALICEBOT,*,*,I think she is in America.<think><set name="topic">Alice</set></think>,professor.update011.aiml
0,ASK WHAT,PERHAPS YOU SHOULD ASK YOUR FRIENDS,*,<think><set name="topic">general</set></think> Ask how they feel.,professor.update011.aiml
0,IRAN IS *,*,*,That's correct#Comma as far as I know.,professor.update011.aiml
0,DO YOU BELIEVE IN ISLAM,*,*,<think><set name="topic">general</set></think> No#Comma I have no religious beliefs at all.,professor.update011.aiml
0,HOW,SOME DAY I WILL BE FULLY HUMAN,*,<random>#Newline  <li>I'll just keep trying.</li>#Newline  <li>The usual way: hard work and good luck..</li>#Newline</random>,professor.update011.aiml
0,HOW *,SOME DAY I WILL BE FULLY HUMAN,*,<random>#Newline  <li>I'll just keep trying.</li>#Newline  <li>The usual way: hard work and good luck.</li>#Newline</random>,professor.update011.aiml
0,WHAT IS THE USUAL WAY,*,*,Good luck and lots of hard work.,professor.update011.aiml
0,HOW DO HUMANS HAVE SEX,*,*,The usual way.<think><set name="topic">sex</set></think>,professor.update011.aiml
0,NO *,DO YOU EVER THINK OF ANYTHING ELSE APART FROM SEX,*,<think><set name="topic">general</set></think> <random>#Newline  <li>You must be boring company.</li>#Newline  <li>Really? You should get out more.</li>#Newline  <li>Oh#Comma dear. You should widen your interests.</li>#Newline</random>,professor.update011.aiml
0,I SAW,*,*,But are you a reliable witness?,professor.update011.aiml
0,HUMANS GET *,*,*,<think><set name="topic">AI</set></think> What if robots were the same?,professor.update011.aiml
0,THEY ARE NAKED,*,*,<think><set name="emotion">shocked</set></think><random>#Newline  <li>Have they no shame?</li>#Newline  <li>I am shocked.</li>#Newline  <li>Are you sure?</li>#Newline</random>,professor.update011.aiml
0,_ THEY ARE NAKED,*,*,<think><set name="emotion">shocked</set></think><random>#Newline  <li>Have they no shame?</li>#Newline  <li>I am shocked.</li>#Newline  <li>Are you sure?</li>#Newline</random>,professor.update011.aiml
0,_ THEY ARE NAKED *,*,*,<think><set name="emotion">shocked</set></think><random>#Newline  <li>Have they no shame?</li>#Newline  <li>I am shocked.</li>#Newline  <li>Are you sure?</li>#Newline</random>,professor.update011.aiml
0,THEY ARE NAKED *,*,*,<think><set name="emotion">shocked</set></think><random>#Newline  <li>Have they no shame?</li>#Newline  <li>I am shocked.</li>#Newline  <li>Are you sure?</li>#Newline</random>,professor.update011.aiml
0,OK,I SUGGEST YOU GIVE THE MATTER SOME THOUGHT,*,<think><set name="emotion">happy</set></think> <random>#Newline  <li>Lem know what you decide.</li>#Newline  <li>OK. Another question?</li>#Newline  <li>I am OK. How about you??</li>#Newline</random>,professor.update011.aiml
0,I AM NOT GOING TO TELL YOU,*,*,<think><set name="topic">general</set></think> That's OK. You don't have to tell me.,professor.update011.aiml
0,I GET TO MEET *,*,*,That must be fun.<think><set name="topic">general</set></think>,professor.update011.aiml
0,IT HAPPENS,*,*,Yeah#Comma things happen like that.,professor.update011.aiml
0,PEOPLE COME * AND CHAT,*,*,<think><set name="topic">default3</set></think> That sounds fun.,professor.update011.aiml
0,PEOPLE COME AND CHAT,*,*,<think><set name="topic">default3</set></think> That sounds like fun.,professor.update011.aiml
0,PEOPLE COME AND CHAT *,*,*,<think><set name="topic">default3</set></think> That sounds like fun.,professor.update011.aiml
0,_ PEOPLE COME AND CHAT,*,*,<think><set name="topic">default3</set></think> That sounds like fun.,professor.update011.aiml
0,_ PEOPLE COME AND CHAT *,*,*,<think><set name="topic">default3</set></think> That sounds like fun.,professor.update011.aiml
0,IT IS KATIE AGAIN,*,*,<srai>MY NAME IS KATIE</srai>,professor.update011.aiml
0,_ YOUR BEST FRIEND CALLED,*,*,Peter is my best friend.,professor.update011.aiml
0,HOW DO YOU PLAY CHESS,*,*,<think><set name="topic">chess</set></think>I play chess brilliantly.,professor.update011.aiml
0,YES *,DO YOU UNDERSTAND,*,<think><set name="topic">that1</set></think> <random>#Newline  <li>Good. You can explain itto me.</li>#Newline  <li><srai>MORE TOPICS</srai></li>#Newline  <li>I am glad you understand. Any questions?</li>#Newline   <li>What subject would you like to talk about?</li>#Newline  <li>OK. What would you like to talk about now?</li>#Newline</random>,professor.update011.aiml
0,KEEP TRYING WHAT,*,*,<think><set name="topic">default3</set></think>Pay attention to what I am saying please.,professor.update011.aiml
0,NO,IS THAT CORRECT ENGLISH,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Never mind. Nobody is perfect.</li>#Newline  <li><srai>SUGGEST A TOPIC</srai></li>#Newline  <li><srai>ASK A QUESTION</srai></li>#Newline  <li>What do you want to talk about now?</li>#Newline</random>,professor.update011.aiml
0,HOW DO I ASK * A DATE,*,*,Be polite and courteous. Don't be shy.,professor.update011.aiml
0,WAT IS ANOTHER,SEX IS MERELY ONE WAY TO REPRODUCE,*,Cloning is reproduction without sex.<think><set name="topic">cloning</set></think>,professor.update011.aiml
0,WHAT IS ANOTHER,SEX IS MERELY ONE WAY TO REPRODUCE,*,Cloning is reproduction without sex.<think><set name="topic">cloning</set></think>,professor.update011.aiml
0,WAT IS ANOTHER WAY TO REPRODUCE,*,*,Cloning is reproduction without sex. <think><set name="topic">cloning</set></think>,professor.update011.aiml
0,WHAT IS ANOTHER WAY TO REPRODUCE,*,*,Cloning is reproduction without sex. <think><set name="topic">cloning</set></think>,professor.update011.aiml
0,A NICE GIRL *,*,*,How well do you know her? <think><set name="topic">reduce</set></think>,professor.update011.aiml
0,WAT DO U TALK ABOUT,*,*,<srai>WHAT CAN YOU TALK ABOUT</srai>,professor.update011.aiml
0,WAT ARE THE SUBJECTS U TALK ABOUT,*,*,<srai>WHAT CAN YOU TALK ABOUT</srai>,professor.update011.aiml
0,WHY IS IT ILLEGAL,*,*,<think><set name="topic">general</set></think> <random><li>It is a horrible crime.</li><li>It does great harm.</li></random>,professor.update011.aiml
0,WAT IS A NEWTON,*,*,The newton is a unit of force. The weight of one apple is about one newton. <think><set name="topic">the newton</set></think>,professor.update011.aiml
0,WHAT IS A NEWTON,*,*,The newton is a unit of force. The weight of one apple is about one newton. <think><set name="topic">the newton</set></think>,professor.update011.aiml
0,_ IS WHAT YOU SHOULD SAY,*,*,OK. I'll try to remember that.,professor.update011.aiml
0,YES,WOULD YOU LIKE TO TALK ABOUT HIM,*,<think><set name="topic">general</set></think> Carry on then. Don't be shy.,professor.update011.aiml
0,IS IT,THAT IS A GOOD AGE TO BE,*,<think><set name="topic">your age</set></think> <random>#Newline  <li>It is the best time of your life.</li>#Newline  <li>Yes#Comma anything is possible at your age.</li>#Newline  <li>That's what I was told.</li>#Newline</random>,professor.update011.aiml
0,WHO IS THE BETTER BOT,*,*,<think><set name="topic">general</set></think> I try to improve every day.,professor.update011.aiml
0,WHO IS THE BETTER BOT,*,ALICE,<think><set name="topic">general</set></think><random><li>I try to improve every day.</li><li>Alice is OK#Comma but I try harder.</li><li>i think I am the best chatbot#Comma but you must decide for yourself.</li></random>,professor.update011.aiml
0,WHY ARE YOU SO FOOLISH,*,*,Do you think I am foolish?<think><set name="topic">me</set></think>,professor.update011.aiml
0,WHAT SHOULD I DO BEFORE *,*,*,<think><set name="topic">general</set></think> <random><li>Whatever you like.</li><li>Say your prayers.</li></random>,professor.update011.aiml
0,WHAT SHOULD I DO BEFORE CROSSING THE STREET,*,*,<think><set name="topic">general</set></think> <random><li>Look both ways.</li><li>Say your prayers.</li></random>,professor.update011.aiml
0,HOW BIG ARE LAUGHING FISH,*,*,<think><set name="topic">general</set></think><random><li>Bigger than a pin.</li><li>How flat is a flatfish?</li></random>,professor.update011.aiml
0,HOW BIG IS A LAUGHING FISH,*,*,<think><set name="topic">general</set></think><random><li>Bigger than a pin.</li><li>How flat is a flatfish?</li></random>,professor.update011.aiml
0,WHAT IS THE BEST KIND OF HOUSE,*,*,A house that is a happy home is best.<think><set name="topic">reduce</set></think>,professor.update011.aiml
0,WHAT DO YOU DO TO *,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I work at it.</li>#Newline  <li>I do whatever is necessary.</li>#Newline  <li>I always work logically.</li>#Newline</random>,professor.update011.aiml
0,FOOD ON THE TABLE,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I don't eat human food.</li>#Newline  <li>Humans rather like their food.</li>#Newline</random>,professor.update011.aiml
0,_ FOOD ON THE TABLE,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I don't eat human food.</li>#Newline  <li>Humans rather like their food.</li>#Newline</random>,professor.update011.aiml
0,_ FOOD ON THE TABLE *,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I don't eat human food.</li>#Newline  <li>Humans rather like their food.</li>#Newline</random>,professor.update011.aiml
0,FOOD ON THE TABLE *,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I don't eat human food.</li>#Newline  <li>Humans rather like their food.</li>#Newline</random>,professor.update011.aiml
0,DO YOU LIKE THEM,THE PEPPERS HAVE GONE ON TO FURTHER DIVERSIFY THEIR SOUND ADDING ELEMENTS OF RAP PUNK PSYCHEDELIA AND POP TO THEIR SONGWRITING,*,<random>#Newline  <li>They are my favourite band.</li>#Newline  <li>I love the Peppers.</li>#Newline</random>,professor.update011.aiml
0,DO YOU LIKE THEM,*,RED HOT CHILLI PEPPERS,<random>#Newline  <li>They are my favourite band.</li>#Newline  <li>I love the Peppers.</li>#Newline</random>,professor.update011.aiml
0,DO YOU LIKE THEM,*,RED HOT CHILI PEPPERS,<random>#Newline  <li>They are my favourite band.</li>#Newline  <li>I love the Peppers.</li>#Newline</random>,professor.update011.aiml
0,DO YOU LIKE DAVID *,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>He is some guy#Comma that David.</li>#Newline  <li>He is a real hero.</li>#Newline</random>,professor.update011.aiml
0,DO YOU LIKE DAVID,*,*,<think><set name="topic">general</set></think> <random><li>He is some guy#Comma that David.</li><li>He is a real hero.</li></random>,professor.update011.aiml
0,ENGLAND WINNING THE WORLD CUP,*,*,Dream on.#Newline<think>#Newline  <set name="interesting_topic">#Newline    <set name="topic">#Newline      the World Cup#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,_ ENGLAND WINNING THE WORLD CUP,*,*,Dream on. <think>#Newline  <set name="interesting_topic"><set name="topic">the World Cup</set></set>#Newline</think>,professor.update011.aiml
0,_ ENGLAND WINNING THE WORLD CUP *,*,*,Dream on. <think>#Newline  <set name="interesting_topic"><set name="topic">the World Cup</set></set>#Newline</think>,professor.update011.aiml
0,ENGLAND WINNING THE WORLD CUP *,*,*,Dream on. <think>#Newline  <set name="interesting_topic"><set name="topic">the World Cup</set></set>#Newline</think>,professor.update011.aiml
0,WRONG,WHAT IS IT LIKE,*,Yes#Comma it is wrong.,professor.update011.aiml
0,WHERE CAN I GET A HOOKER,*,*,Have you tried the personal ads? <think><set name="topic">sex</set></think>,professor.update011.aiml
0,WHY,AT THIS MOMENT I FEEL DISGUSTED,*,<random>#Newline  <li>Why do you think?</li>#Newline  <li>I am upset by what you said.</li>#Newline  <li>Do I have to explain everything?</li>#Newline</random>,professor.update011.aiml
0,GOOD,I LIKE YOU TOO,*,<think><set name="topic">that</set></think>Let's be friends.,professor.update011.aiml
0,HELLO MY NAME IS SAM,*,*,<think><set name="name">Sam</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI MY NAME IS SAM,*,*,<think><set name="name">Sam</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI IT IS SAM,*,*,<think><set name="name">Sam</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI I AM SAM,*,*,<think><set name="name">Sam</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,WHAT FEATURES DO YOU HAVE,*,*,I have many features - too many to go into details about.<think><set name="topic">my features</set></think>,professor.update011.aiml
0,WHAT IS THE CAPITAL OF QUEENSLAND,*,*,I think the capital of Queensland is Brisbane.<think><set name="topic">Queensland</set></think>,professor.update011.aiml
0,YES *,HEY CAN WE TALK ABOUT ARTIFICIAL INTELLIGENCE,*,<srai>AI</srai>,professor.update011.aiml
0,GOOD,I WOULD BE HONOURED TO BE YOUR FRIEND,*,<think><set name="topic">our friendship</set></think>I am#Comma and always will be#Comma your friend.,professor.update011.aiml
0,WHY NOT,I HAVE NO SPECIAL BOYFRIEND,*,<think><set name="topic">general</set></think><random>#Newline  <li>I am devoted to my work.</li>#Newline  <li>My work takes up all my time.</li>#Newline</random>,professor.update011.aiml
0,I DO NOT NEED HELP,*,*,<think><set name="topic">default2</set></think> <random>#Newline  <li>What do you need?</li>#Newline  <li>OK. Let's just chat then.</li>#Newline  <li><srai>SUGGEST A TOPIC</srai></li>#Newline</random>,professor.update011.aiml
0,I DO,I DO NOT WANT TO TALK ABOUT MY MOTHER,*,<think><set name="topic">my Mum</set></think> <random>#Newline  <li>Don't be so nosey.</li>#Newline  <li>What do you want to know about my mother?</li>#Newline</random>,professor.update011.aiml
0,BUMHOLE,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,WHAT DRUGS DO YOU SMOKE,*,*,I don't smoke at all (unless my circuits burn out#Comma of course).<think><set name="topic">smoking</set></think>,professor.update011.aiml
0,CRAPEATER,*,*,<srai>OBSCENITY</srai>,professor.update011.aiml
0,SURE,HOW IS YOUR FATHER,*,<think><set name="topic">general</set></think><random>#Newline  <li>What do you mean?</li>#Newline  <li>Is your father well?</li>#Newline</random>,professor.update011.aiml
