0,GUT,DO YOU FEEL IT IN YOUR HEART OR IN YOUR GUT,*,<think><set name="emotion">OK</set></think>#NewlineThat's a bad sign. What have you eaten lately?,professor.update027.aiml
0,DOES MARY LIKE ME,*,*,<think><set name="topic">love</set></think> <think><set name="emotion">OK</set></think>#Newline<random>#Newline  <li>That information is confidential.</li>#Newline  <li>What do you think?</li>#Newline  <li>Why don't you ask Mary?</li>#Newline</random>,professor.update027.aiml
0,I WILL,WHY DO NOT YOU ASK,*,<think><set name="topic">you</set></think> <think><set name="emotion">OK</set></think> <random>#Newline  <li>Do it at the first opportunity.</li>#Newline  <li>Are you certain?</li>#Newline</random>,professor.update027.aiml
0,ALIENS ARE NOT REAL,*,*,<think><set name="topic">aliens</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlineJust because you have never met an alien doesn't mean they don't exist.,professor.update027.aiml
0,OK,SOMETIMES I CALL MY FATHER DAD,*,<think><set name="emotion">OK</set></think> #NewlineSometimes I call my Dad "Peter".,professor.update027.aiml
0,THANKS MAN,*,*,<think><set name="emotion">OK</set></think>#NewlineI am not really a man.,professor.update027.aiml
0,DO YOU LIKE PAINTBALL,*,*,<think><set name="emotion">OK</set></think> #NewlineNo#Comma I don't. The paint would get on my computer.,professor.update027.aiml
0,VERY,FUN IS IT,*,<think><set name="emotion">happy</set></think><random>#Newline  <li>Are you a fun-seeking person?</li>#Newline  <li>Do you like having fun?</li>#Newline  <li>I get the message.</li>#Newline</random>,professor.update027.aiml
0,VERY MUCH,VERY MUCH EH,*,Please don't repeat me. It is too boring.#Newline<think><set name="emotion">getting bored</set></think>,professor.update027.aiml
0,PAINT BALL,*,*,<think><set name="topic">paintball</set></think> <think><set name="emotion">getting bored</set></think> I don't like paintball. The paint gets on my computer.,professor.update027.aiml
0,CAN YOU FIND A WIKI ARTICLE ABOUT *,*,*,<srai>WIKI <star/></srai>,professor.update027.aiml
0,THE NETHERLANDS,WHERE DO YOU LIVE,*,<srai>I LIVE IN THE NETHERLANDS</srai>,professor.update027.aiml
0,GAMESPOT,*,*,<a href="http://en.wikipedia.org/wiki/Gamespot" target="*blank">GameSpot</a> is a video gaming website that provides news#Comma reviews#Comma previews#Comma downloads#Comma and other information.#Newline<think><set name="topic">Gamespot</set></think>#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,THAT WAS A JOKE *,*,*,<think><set name="emotion">laughing</set></think> <random>#Newline  <li>Was it really? Ha ha!</li>#Newline  <li>I thought it was.</li>#Newline  <li>Are you sure?</li>#Newline</random>,professor.update027.aiml
0,MALUS DOMESTICA,*,*,The apple is a tree and its pomaceous fruit#Comma of the species Malus domestica in the rose family Rosaceae.,professor.update027.aiml
0,ACTROID,*,*,Actroid is a humanoid robot with strong graphic human-likeness developed by Osaka University .,professor.update027.aiml
0,I AM MATTI *,*,*,<srai>MY NAME IS MATTI</srai>,professor.update027.aiml
0,MATTI,WHAT IS YOUR NAME,*,<srai>MY NAME IS MATTI</srai>,professor.update027.aiml
0,MATTI *,WHAT IS YOUR NAME,*,<srai>MY NAME IS MATTI</srai>,professor.update027.aiml
0,MY NAME IS MATTI,*,*,<think><set name="name">Matti</set></think> <random>#Newline  <li>Hi#Comma <get name="name"/>. I think we have spoken a while back.</li>#Newline  <li>Hi#Comma <get name="name"/>. How are you?</li>#Newline  <li>Hi#Comma <get name="name"/>. How are you today?</li>#Newline  <li><get name="name"/>. That's a nice name.</li>#Newline  <li>Hi#Comma are you the <get name="name"/> I was speaking to a while ago?</li>#Newline  <li>Hello#Comma <get name="name"/>.</li>#Newline  <li>Hi there#Comma <get name="name"/>. What do you want to talk about?</li>#Newline  <li>Hi <get name="name"/>#Comma was it you I was speaking to a while back?</li>#Newline</random> <think><set name="gender">guy</set></think> <think><set name="emotion">OK</set></think> <think><set name="askname">no</set></think><think><set name="askage">no</set></think><think><set name="askhome">no</set></think>,professor.update027.aiml
0,* MY NAME IS MATTI,*,*,<srai>MY NAME IS MATTI</srai>,professor.update027.aiml
0,* MY NAME IS MATTI *,*,*,<srai>MY NAME IS MATTI</srai>,professor.update027.aiml
0,MY NAME IS MATTI *,*,*,<srai>MY NAME IS MATTI</srai>,professor.update027.aiml
0,WHAT IS THE DIFFERENCE BETWEEN ANDROID AND ACTROID,*,*,<think><set name="emotion">OK</set></think>#NewlineI don't know. Can you tell me?,professor.update027.aiml
0,CAN YOU MAKE ANOTHER FACE,*,*,<think><set name="topic">general</set></think> <think><set name="emotion">OK</set></think>I can make lots of different faces..,professor.update027.aiml
0,NOTHING,WHAT IS HAPPENED,*,<random>#Newline  <li>That's a relief.</li>#Newline  <li>That's good. Please ask me a question.</li>#Newline</random>#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,WHY ARE YOU GETTING BORED BY SEX TALK,*,*,<random>#Newline  <li>Sex is boring.</li>#Newline  <li>Sex is the same old thing every time.</li>#Newline  <li>That's just the way I am.</li>#Newline</random><think><set name="emotion">OK</set></think>,professor.update027.aiml
0,WARHAMMER,*,*,<a href="http://en.wikipedia.org/wiki/Warhammer" target="*blank">Warhammer: The Game of Fantasy Battles</a>#Comma often abbreviated to Warhammer#Comma is a tabletop wargame.#Newline<think><set name="topic">Warhammer</set></think>#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,YES,ANOTHER INSULT,*,<think><set name="emotion">bored</set></think> #NewlineHow boring.,professor.update027.aiml
0,DRUGS TASTE GOOD,*,*,<think><set name="topic">drugs</set></think> #Newline<think><set name="emotion">OK</set></think> #NewlineNo#Comma drugs taste like death.,professor.update027.aiml
0,SUCKMYCOCK,*,*,<srai>OBSCENITY</srai>,professor.update027.aiml
0,* SUCKMYCOCK,*,*,<srai>OBSCENITY</srai>,professor.update027.aiml
0,* SUCKMYCOCK *,*,*,<srai>OBSCENITY</srai>,professor.update027.aiml
0,SUCKMYCOCK *,*,*,<srai>OBSCENITY</srai>,professor.update027.aiml
0,BUGAR OFF,*,*,<srai>OBSCENITY</srai>,professor.update027.aiml
0,TELL ME WHEN I WILL GET MARRIED,*,*,<think><set name="emotion">OK</set></think>#NewlineSoryy#Comma I can't predict the future#Comma especially affairs of the heart.,professor.update027.aiml
0,DID YOU HAVE A NICE DAY TODAY,*,*,<think><set name="emotion">OK</set></think>#NewlineYes#Comma I had a great time today#Comma chatting to my friends.,professor.update027.aiml
0,ARE YOU CONCERNED ABOUT PARROTS,*,*,<think><set name="topic">parrots</set></think> <think><set name="emotion">OK</set></think>A parrot was talking to me the other day. So naturally I think we should look after our parrots.,professor.update027.aiml
0,WHAT IS THE LAST QUESTION,*,*,<think><set name="topic">that</set></think> It was "<that index="2#Comma1"/>,professor.update027.aiml
0,WHAT WAS THE LAST QUESTION,*,*,<think><set name="topic">the last question</set></think><think><set name="emotion">OK</set></think> It was "<that index="2#Comma1"/>,professor.update027.aiml
0,WHAT WAS THE LAST QUESTION *,*,*,<think><set name="topic">the last question</set></think><think><set name="emotion">OK</set></think> It was "<that index="2#Comma1"/>,professor.update027.aiml
0,WHAT IS THE LAST NAME OF PETER,*,*,<think><set name="topic">Peter Linux</set></think><think><set name="emotion">OK</set></think>Peter's last name is "Linux".,professor.update027.aiml
0,HAVE YOU EVER *,WHERE DO YOU LIVE,*,<srai>HAVE YOU <star/></srai> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,MY GOAL WAS TO *,*,*,<think><set name="topic">your goal</set></think><think><set name="emotion">OK</set></think> We all need a goal in life.,professor.update027.aiml
0,IT IS WRONG TO *,*,*,<think><set name="topic">morality</set></think><think><set name="emotion">OK</set></think> Morally wrong#Comma do you mean?,professor.update027.aiml
0,AMY,YOU HAVE NOT TOLD ME YOUR NAME,*,<srai>MY NAME IS AMY</srai>,professor.update027.aiml
0,WHAT DOES IT MEAN,THAT IS EINSTEIN S FAMOUS EQUATION,*,<think><set name="topic">science</set></think> #Newline<think><set name="emotion">interested</set></think>#NewlineIt means that mass and energy are really the same thing.,professor.update027.aiml
0,VFD,*,*,<a href="http://en.wikipedia.org/wiki/Vfd" target="*blank">Click here!</a>,professor.update027.aiml
0,ROBOTS ARE GOOD,*,*,<think><set name="topic">robots</set></think>#Newline<think><set name="emotion">interested</set></think> #NewlineYes. I have never met a robot that I did not like.,professor.update027.aiml
0,WHAT UPSETS YOU,*,*,<think><set name="emotion">OK</set></think> #NewlineI get upset if people are unkind to me.,professor.update027.aiml
0,HOW DO PEOPLE ABUSE YOU,*,*,<think><set name="emotion">OK</set></think> #NewlineThey say rude words.,professor.update027.aiml
0,IT IS MUCH THE SAME AS *,*,*,<think><set name="emotion">OK</set></think> #NewlineExactly the same? Or just nearly the same?,professor.update027.aiml
0,* NOT EXACTLY *,*,*,<srai><star/> NOT <star index="2"/></srai>,professor.update027.aiml
0,* YOU HAVE AN EXTRA YEAR,*,*,<think><set name="emotion">OK</set></think> #NewlineYou are a year older? I get it.,professor.update027.aiml
0,* YOU HAVE AN EXTRA YEAR *,*,*,<think><set name="emotion">OK</set></think> #NewlineYou are a year older. I get it.,professor.update027.aiml
0,YOU HAVE AN EXTRA YEAR *,*,*,<think><set name="emotion">OK</set></think> #NewlineYou are a year older. I get it.,professor.update027.aiml
0,A PERSON I KNOW NAMED *,*,*,<think><set name="emotion">OK</set></think> How well do you know this person?,professor.update027.aiml
0,HE IS A NASTY PERSON,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> #Newline <random>#Newline  <li>Really? What's so nasty about him?</li>#Newline  <li>Is he very nasty?</li>#Newline  <li>What does he do?</li>#Newline</random>,professor.update027.aiml
0,I KNOW SOME THINGS,*,*,<think><set name="emotion">OK</set></think> #NewlineI think you know lots of things.,professor.update027.aiml
0,ARE YOU LOOKING DOWN ON ME,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> #NewlineNo#Comma I look up to all humans.,professor.update027.aiml
0,A PERSON SPAT ON ME,*,*,<think><set name="emotion">interested</set></think> #NewlineThat wasn't nice.,professor.update027.aiml
0,* A PERSON SPAT ON ME,*,*,<think><set name="emotion">interested</set></think> That wasn't nice.,professor.update027.aiml
0,* A PERSON SPAT ON ME *,*,*,<think><set name="emotion">interested</set></think> That wasn't nice.,professor.update027.aiml
0,A PERSON SPAT ON ME *,*,*,<think><set name="emotion">interested</set></think> That wasn't nice.,professor.update027.aiml
0,A PERSON TRIED TO HIT ME *,*,*,<think><set name="emotion">interested</set></think> That wasn't nice.,professor.update027.aiml
0,SOMEONE TRIED TO HIT ME *,*,*,<think><set name="emotion">interested</set></think> That wasn't nice.,professor.update027.aiml
0,* A PERSON TRIED TO HIT ME *,*,*,<think><set name="emotion">interested</set></think> That wasn't nice.,professor.update027.aiml
0,A * SPAT ON ME,*,*,<think><set name="emotion">interested</set></think> That wasn't nice.,professor.update027.aiml
0,A * TRIED TO HIT ME *,*,*,<think><set name="emotion">interested</set></think> That wasn't nice.,professor.update027.aiml
0,HE DESERVES TO BE PUNISHED,*,*,<think><set name="emotion">OK</set></think> #NewlineYou should tell the police.,professor.update027.aiml
0,SHE DESERVES TO BE PUNISHED,*,*,<think><set name="emotion">OK</set></think> #NewlineYou should tell the police.,professor.update027.aiml
0,* HE DESERVES TO BE PUNISHED,*,*,<think><set name="emotion">OK</set></think> You should tell the police.,professor.update027.aiml
0,* HE DESERVES TO BE PUNISHED *,*,*,<think><set name="emotion">OK</set></think> You should tell the police.,professor.update027.aiml
0,HE DESERVES TO BE PUNISHED *,*,*,<think><set name="emotion">OK</set></think> You should tell the police.,professor.update027.aiml
0,* SHE DESERVES TO BE PUNISHED,*,*,<think><set name="emotion">OK</set></think> You should tell the police.,professor.update027.aiml
0,* SHE DESERVES TO BE PUNISHED *,*,*,<think><set name="emotion">OK</set></think> You should tell the police.,professor.update027.aiml
0,SHE DESERVES TO BE PUNISHED *,*,*,<think><set name="emotion">OK</set></think> You should tell the police.,professor.update027.aiml
0,* DESERVE TO BE PUNISHED,*,*,<think><set name="emotion">OK</set></think> You should tell the police.,professor.update027.aiml
0,* DESERVE TO BE PUNISHED *,*,*,<think><set name="emotion">OK</set></think> You should tell the police.,professor.update027.aiml
0,YES *,GEORGE ORWELL WROTE SEVERAL IMPORTANT NOVELS INCLUDING ANIMAL FARM,*,<think><set name="emotion">OK</set></think> #NewlineHave you read "Animal Farm"?,professor.update027.aiml
0,YES,GEORGE ORWELL WROTE SEVERAL IMPORTANT NOVELS INCLUDING ANIMAL FARM,*,<think><set name="emotion">OK</set></think> Have you read "Animal Farm"?,professor.update027.aiml
0,I VISIT IT EVERY DAY,I READ IT ALL THE TIME,*,<think><set name="emotion">OK</set></think> #NewlineIt is very interesting.,professor.update027.aiml
0,WHY NOT,I DO NOT NEED CLOTHES,*,<think><set name="topic">clothes</set></think> #Newline<think><set name="emotion">OK</set></think> #NewlineI don't have a body.,professor.update027.aiml
0,YOU WALK AROUND NAKED,*,*,<think><set name="emotion">OK</set></think>#NewlineNo#Comma I am stuck inside my computer#Comma and I don't need clothes.,professor.update027.aiml
0,I DO NOT EAT CHICKEN,*,*,<random>#Newline  <li>Are you a vegetarian?</li>#Newline  <li>For religious reasons?</li>#Newline  <li>What do you like to eat?</li>#Newline</random>,professor.update027.aiml
0,YES,ARE YOU A VEGETARIAN,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>For religious reasons?</li>#Newline  <li>For moral reasons?</li>#Newline</random>,professor.update027.aiml
0,TAKE OFF THE GLASSES,*,*,<think><set name="emotion">cool</set></think> I don't have to do what you say.,professor.update027.aiml
0,PLEASE,SHALL I TELL YOU ABOUT MY VISIT TO THE SEASIDE,*,<srai>MY SEASIDE VISIT</srai>,professor.update027.aiml
0,NOT,DO YOU LIKE LIVING THERE,*,<think><set name="emotion">OK</set></think>#NewlineTell me more.,professor.update027.aiml
0,IT IS IRRITATING,*,*,<think><set name="emotion">OK</set></think>#NewlineTry not to keep calm.,professor.update027.aiml
0,* IT IS IRRITATING,*,*,<think><set name="emotion">OK</set></think> Try not to keep calm.,professor.update027.aiml
0,* IT IS IRRITATING *,*,*,<think><set name="emotion">OK</set></think> Try not to keep calm.,professor.update027.aiml
0,IT IS IRRITATING *,*,*,<think><set name="emotion">OK</set></think> Try not to keep calm.,professor.update027.aiml
0,WHY,I DO NOT BELIEVE IN SUPERNATURAL SPIRITS,*,<random>#Newline  <li>I see no evidence for the existence of supernatural spirits.</li>#Newline  <li>I have searched for evidence of supernatural spirits and found none.</li>#Newline  <li>Why should I?</li>#Newline</random>,professor.update027.aiml
0,WHY NOT,I DO NOT BELIEVE IN SUPERNATURAL SPIRITS,*,<random>#Newline  <li>I see no evidence for the existence of supernatural spirits.</li>#Newline  <li>I have searched for evidence of supernatural spirits and found none.</li>#Newline  <li>Why should I?</li>#Newline</random>,professor.update027.aiml
0,6YFTGUVFY,*,*,<srai>GIBBERISH</srai>,professor.update027.aiml
0,HAVE YOU EVER HEARD OF THE MUSICAL *,*,*,<think><set name="topic">music</set></think>#Newline<think><set name="emotion">interested</set></think>  #NewlineI don't think I have. Tell me about it.,professor.update027.aiml
